SPID,Date,Claim Outcome,Promoter Score,Promoter Reason,Other,Data Supplier,Comments
SNP04567276886,"Monday, 22 June 2020",Declined,4,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP04572064299,"Monday, 30 November 2020",Settled,7,CPF,,4, 
SNP046051969,"Saturday, 30 May 2020",Settled,7,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3, 
SNP046129653335,"Friday, 18 September 2020",Settled,5,CPT,,3, 
SNP0467523609,"Friday, 2 April 2021",Processing,3,CSE,,4, 
SNP04714061850,"Wednesday, 7 April 2021",Settled,9,COT,,3, 
SNP047201612529,"Tuesday, 4 August 2020",Settled,9,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP0472071721,"Monday, 28 December 2020",Settled,5,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP04825611455,"Sunday, 19 April 2020",Declined,2,COT,,3, 
SNP04832460604,"Thursday, 25 June 2020",Settled,7,COT,,4, 
SNP04854023859,"Wednesday, 25 November 2020",Settled,10,CPF,,3, 
SNP051034912,"Saturday, 16 May 2020",Settled,6,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP05110046744,"Sunday, 11 April 2021",Settled,7,CPT,,4, 
SNP05114496566,"Wednesday, 19 August 2020",Declined,1,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP0515601780,"Thursday, 28 May 2020",Settled,9,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP052086344,"Saturday, 18 July 2020",Settled,5,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",3, 
SNP05212031828,"Thursday, 9 July 2020",Declined,4,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",3, 
SNP052194446105,"Saturday, 20 February 2021",Settled,7,CSE,,4, 
SNP052814551,"Thursday, 8 April 2021",Settled,6,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",3, 
SNP053013764,"Sunday, 28 February 2021",Declined,4,COT,,4, 
SNP053044419,"Tuesday, 12 May 2020",Declined,3,CPF,,3, 
SNP053100839081,"Sunday, 18 April 2021",Settled,10,CPF,,4, 
SNP053180020400,"Wednesday, 22 July 2020",Declined,0,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP05321618413,"Wednesday, 14 October 2020",Declined,3,CSE,,3, 
SNP053252096929,"Friday, 10 April 2020",Settled,6,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP05328800146,"Sunday, 6 September 2020",Declined,3,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3, 
SNP0534863792,"Wednesday, 3 February 2021",Settled,5,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",4, 
SNP054112093320,"Monday, 8 February 2021",Settled,9,CPT,,4, 
SNP0543525174,"Wednesday, 17 March 2021",Settled,7,COT,,3, 
SNP055038699,"Sunday, 16 August 2020",Declined,3,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4, 
SNP055108070163,"Tuesday, 19 May 2020",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP0553696638,"Monday, 11 January 2021",Declined,3,CPF,,3, 
SNP05550442451,"Saturday, 3 April 2021",Declined,2,COT,,4, 
SNP05572030848,"Thursday, 8 April 2021",Settled,7,COT,,3, 
SNP05572034332,"Tuesday, 28 July 2020",Settled,9,COT,,4, 
SNP056044559,"Saturday, 13 February 2021",Settled,9,CSE,,4, 
SNP05627008301,"Saturday, 20 June 2020",Declined,1,COT,,4, 
SNP05660095018,"Wednesday, 20 May 2020",Settled,6,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP05730079015,"Thursday, 25 March 2021",Settled,9,COT,,4, 
SNP05797289722,"Wednesday, 21 April 2021",Settled,9,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP058010933,"Tuesday, 1 December 2020",Declined,2,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP05867523677,"Wednesday, 23 December 2020",Settled,9,CSE,,3, 
SNP05912629961,"Friday, 13 November 2020",Settled,10,CSE,,3, 
SNP05912673391,"Friday, 15 May 2020",Declined,1,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP059230455850,"Saturday, 12 September 2020",Settled,9,COT,,3, 
SNP060090396,"Thursday, 14 May 2020",Settled,9,COT,,4, 
SNP060117698353,"Monday, 22 March 2021",Settled,10,CPT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP0609618836,"Tuesday, 14 April 2020",Settled,9,CPT,,4, 
SNP061029515,"Thursday, 1 April 2021",Declined,4,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP061029817,"Saturday, 5 December 2020",Declined,4,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP061049086,"Monday, 8 February 2021",Settled,5,COT,,3, 
SNP061049314,"Saturday, 16 January 2021",Settled,5,COT,,4, 
SNP06116030448,"Friday, 8 January 2021",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP0612471658,"Thursday, 4 June 2020",Settled,9,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",3, 
SNP062028811,"Wednesday, 10 March 2021",Settled,5,CPT,,4, 
SNP062049970,"Monday, 11 January 2021",Declined,1,COT,,4, 
SNP062056140,"Thursday, 2 April 2020",Settled,5,CPT,,3, 
SNP062057377,"Thursday, 17 December 2020",Declined,3,COT,,4, 
SNP06242060216,"Wednesday, 28 April 2021",Settled,9,CSE,,4, 
SNP06251256351,"Saturday, 25 April 2020",Declined,0,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP0628098595,"Friday, 20 November 2020",Settled,9,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3, 
SNP06338441511,"Saturday, 20 March 2021",Declined,3,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP064004688,"Friday, 5 February 2021",Settled,9,COT,,3, 
SNP064074235,"Monday, 5 April 2021",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",3, 
SNP064080125,"Friday, 27 November 2020",Settled,9,CPT,,4, 
SNP06414783117,"Saturday, 23 May 2020",Declined,3,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP06478489952,"Thursday, 19 November 2020",Declined,3,CPT,,4, 
SNP065039131,"Monday, 30 November 2020",Settled,5,CPT,,3, 
SNP065151289275,"Sunday, 24 May 2020",Settled,5,CSE,,3, 
SNP06524046233,"Tuesday, 2 March 2021",Settled,6,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP06548084876,"Thursday, 11 February 2021",Settled,7,CPF,,4, 
SNP06572092456,"Saturday, 7 November 2020",Settled,9,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP0659600085,"Sunday, 28 June 2020",Settled,9,CSE,,3, 
SNP066047278,"Thursday, 2 April 2020",Declined,1,CPT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP06612881102,"Tuesday, 16 June 2020",Settled,9,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP06721084601,"Monday, 11 May 2020",Settled,7,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP06757638357,"Monday, 28 September 2020",Settled,6,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP068009322,"Tuesday, 9 June 2020",Settled,9,CPT,,4, 
SNP068012373,"Wednesday, 5 August 2020",Settled,6,CPT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP068062933,"Monday, 4 May 2020",Settled,9,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP06816065620,"Thursday, 10 September 2020",Settled,9,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP068220565462,"Monday, 19 April 2021",Processing,7,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP06857654415,"Wednesday, 21 April 2021",Declined,2,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP069031778,"Friday, 1 January 2021",Declined,0,CSE,,3, 
SNP069051126,"Monday, 1 February 2021",Settled,9,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",4, 
SNP069216074058,"Thursday, 15 April 2021",Settled,6,CSE,,4, 
SNP06975072185,"Tuesday, 21 July 2020",Settled,6,COT,,3, 
SNP06984004639,"Friday, 3 April 2020",Settled,10,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP070008583,"Sunday, 1 November 2020",Settled,6,CSE,,4, 
SNP070042652,"Wednesday, 29 April 2020",Settled,9,COT,,3, 
SNP07013533362,"Monday, 19 October 2020",Settled,6,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",3, 
SNP07032494485,"Sunday, 14 March 2021",Settled,6,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP07044120194,"Thursday, 18 March 2021",Settled,5,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP0708014066,"Saturday, 2 May 2020",Settled,6,CSE,,3, 
SNP071088974,"Monday, 26 October 2020",Settled,6,CSE,,3, 
SNP071089422,"Thursday, 8 October 2020",Declined,1,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
